46.8 73.2 63.25 59.937 41.613 20.936 21.464 21.265 1901.2 14864 6929.8 251.24 313.45 339.3 2722.2 2019.4
100 100 100 100 100 22.022 30.526 30.526 847.96 5065.2 3058.7 535.5 646.74 535.5 3150 2520
100 100 100 100 98.529 22.214 22.648 23.291 840.65 7143.6 4008.8 535.5 618.08 535.5 3150 2506
100 100 62.75 100 98.897 23.024 22.488 21.255 728.69 6865.9 7009.9 596.03 647.66 335.58 3150 2510.3
49.9 74.55 77.1 68.254 42.582 20.998 21.491 21.542 1758.1 14477 5637.2 270.87 321.42 411.74 2812.5 2030.2
100 100 100 100 100 22.155 26.274 29.397 842.9 6052.5 3176.1 535.5 628.83 535.5 3150 2520
100 46.1 100 100 27.901 23.766 20.922 24.505 785.76 24210 3810.3 535.5 197.42 535.5 3150 1902.1
10.4 100 12.15 16.63 100 20.208 28.852 20.243 8618.5 4252.2 38172 57.418 815.11 64.706 2259.1 2520
58.95 73.4 61.65 65.24 41.978 21.179 21.468 21.233 1500.8 14816 7153.5 314.61 314.4 329.18 2777.2 2022.6
49.25 100 62.3 61.103 62.378 20.985 22 21.246 1835.9 9268.9 7081.9 259.57 490.4 332.31 2727.8 2198.2
67.95 99.6 89.35 83.674 56.518 21.359 21.992 21.787 1286.3 10203 4750.1 363.99 445.66 483.14 2978.9 2149.1
22.1 100 100 97.407 100 20.442 30.526 22.651 4105.7 4600.3 3537.6 119.15 712.1 623.98 3119.9 2520
98.7 100 100 100 79.616 21.988 22.068 22.115 857.87 7986.7 4221.9 530.14 567.38 535.51 3150 2347.4
47.95 100 63.8 60.758 100 20.959 27.06 21.276 1874.7 4536.9 6941.5 254.51 814.54 338.56 2723.1 2520
100 15.1 13.65 99.879 12.002 22.069 20.302 20.273 477.96 75395 33227 948.02 65.331 74.226 3148.6 1765.7
39.75 100 12.55 31.308 100 20.795 22.855 20.251 2243.5 5396.8 36722 214.35 810.73 67.235 2415.3 2520
100 89.6 50.9 99.772 50.338 22.021 21.793 21.018 614.19 11952 8758.3 739.37 383.93 271.62 3147.3 2095.2
50.05 74.1 100 100 42.166 21.001 21.482 22.206 1775.4 14695 2986.4 268.2 316.78 753.97 3150 2023.6
100 100 100 100 100 22.871 30.223 30.526 816.5 5636.5 3058.7 535.5 587.03 535.5 3150 2520
100 60.5 100 100 35.258 28.791 21.21 23.22 648.61 18124 4021.2 535.5 260.13 535.5 3150 1966.7
100 100 25.35 90.858 100 22.326 30.201 20.507 760.92 4493.8 17953 588.64 736.82 135.81 3056.7 2520
56.5 93.3 100 100 51.773 21.13 21.866 22.416 1558.8 11434 3129.4 303.6 399.98 712.77 3150 2107.2
100 100 100 100 65.629 22.798 22.065 22.882 819.1 10171 4080.6 535.5 445.57 535.5 3150 2230.1
0 100 100 100 100 20 23.739 30.104 0 7245.8 2015.3 0 581.37 824.15 3150 2520
100 100 100 100 94.149 22.069 22.306 22.727 846.19 7329 4108.3 535.5 611.69 535.5 3150 2473.6
71.55 100 87.2 84.094 98.989 21.431 22.014 21.744 1217.3 5592.7 4879.6 383.33 812.24 471.24 2982.5 2514.2
69.25 100 87.75 83.181 99.258 21.385 22.012 21.755 1246 5675.9 4895.9 375.3 800.42 469.43 2974 2512.9
100 100 100 100 66.243 22.166 22.052 22.35 842.46 9991.8 4177.6 535.5 453.85 535.5 3150 2231.1
100 100 88.95 100 98.448 22.089 22.119 21.779 840.87 6138.7 4814.1 538.4 736.46 476.89 3150 2505.5
50.95 100 100 100 100 21.019 30.526 24.561 1749.7 4811 3343.8 271.92 680.91 608.82 3150 2520
100 69.35 63.75 96.116 40.045 22.001 21.387 21.275 713.8 15648 6920.5 636.78 298.81 339.6 3107.6 2007.2
30.25 100 100 81.894 80.855 20.605 22.055 22.055 2996 7753.5 3936 161.99 584.8 576 2956.4 2359.2
38.75 90.8 100 100 50.742 20.775 21.816 22.651 2314.7 11805 2727.6 207.95 388.3 809.29 3150 2097.6
100 100 48.15 100 100 22.793 30.202 20.963 736.18 4672.9 9252.5 595.96 708.57 257.78 3150 2520
100 61.4 100 100 35.727 23.034 21.228 22.704 810.71 17744 4112.4 535.5 265.49 535.5 3150 1971.5
100 45.5 59.75 100 27.727 22.42 20.91 21.195 638.67 24505 7456.1 698.38 195.16 316.39 3150 1900.3
69.6 87.9 100 99.663 48.607 21.392 21.758 22.042 1255.5 12126 3538.4 372.32 379.01 641.09 3146.8 2081.7
100 100 100 100 100 29.206 30.526 30.526 639.4 5606.9 3058.7 535.5 584.26 535.5 3150 2520
99.15 98.4 100 100 55.939 22.008 21.972 22.196 855.64 10734 4206.6 531.04 424 535.5 3150 2143.2
100 100 100 100 92.919 29.956 22.533 22.114 623.39 7986.9 4222.2 535.5 555.64 535.5 3150 2457.4
49.75 100 100 100 94.424 20.995 22.628 30.234 1795.9 7831.5 2484.7 265.22 564.31 665.57 3150 2475.7
98 100 88.8 98.001 79.029 21.966 22.004 21.776 868.72 7200.1 4841.9 524.04 631.18 474.22 3126.2 2342.3
100 100 100 100 100 22.078 24.657 27.27 845.84 6336.5 3423.9 535.5 640.06 535.5 3150 2520
100 98.7 49.9 100 57.794 22.783 21.99 20.998 600.5 10658 8938 730.92 426.7 266.41 3150 2157.6
99.75 100 100 100 81.018 22.021 22.142 22.382 850.38 8269.4 4171.7 534.01 546.15 535.5 3150 2358.2
100 81.3 88.3 100 44.979 22.164 21.626 21.766 802.03 13199 4879.3 562.54 350.34 470.79 3150 2050.5
100 63.5 98.3 100 36.812 22.114 21.27 21.976 844.24 17320 4311 535.63 271.44 527.77 3150 1978.2
49.95 78 60.7 60.046 43.608 20.999 21.56 21.214 1784.5 13876 7215.4 266.86 334.27 326.66 2722.8 2037.1
100 93.1 11.55 100 51.575 22.064 21.862 20.231 476.52 11491 41126 951.09 398.06 60.095 3150 2105.2
100 61.2 100 100 35.409 23.231 21.224 30.526 803.86 17827 3058.7 535.5 264.3 535.5 3150 1968.2
100 100 100 100 98.831 26.247 23.259 24.923 711.48 7532.2 3746.3 535.5 570.8 535.5 3150 2511
60.35 100 100 100 100 21.207 22.835 22.339 1462.2 6203.2 3859.6 322.49 705.96 579.9 3150 2520
49.55 44.35 62.4 60.865 27.133 20.991 20.887 21.248 1794.2 25351 7009.1 265.52 188.85 335.73 2732 1894.7
100 100 63.8 99.697 100 22.176 30.526 21.276 812.36 4283.1 6905.1 555.09 764.83 340.34 3146.4 2520
28.4 100 34.95 36.403 100 20.568 23.335 20.699 3179.5 5263.9 13054 152.92 814.1 185.05 2466 2520
71.2 100 100 100 100 21.424 24.311 22.925 1228.6 5958 3838.5 379.91 690.39 568.19 3150 2520
19.5 43.7 100 100 26.433 20.39 20.874 23.28 4744 25399 2351.9 103.38 188.62 913.18 3150 1891.2
53.25 77.85 100 99.821 43.724 21.065 21.557 22.065 1653.6 13882 3118.7 287.09 334.15 726.61 3147.9 2038.4
27.85 100 100 82.419 78.456 20.557 22.062 22.062 3231.5 8088.6 3821.3 150.53 560.38 593.08 2962.9 2335.4
100 100 100 100 92.798 29.314 22.536 22.122 637.03 7998.5 4220.7 535.5 554.77 535.5 3150 2458.4
31.2 100 37.85 39.724 100 20.624 24.101 20.757 2944.6 5117.7 11820 164.67 810.74 203.79 2503.3 2520
0 100 100 100 100 20 30.526 30.526 0 5059.2 2212.1 0 647.5 740.43 3150 2520
100 100 100 100 100 29.338 30.526 30.526 636.52 5460.6 3058.7 535.5 599.91 535.5 3150 2520
41.15 100 100 85.363 80.489 20.823 22.044 22.044 2193.3 7676.6 3970 218.96 590.94 571.33 2990.9 2355.4
94.55 100 89.1 96.731 78.853 21.891 22 21.782 894.81 7155.7 4833 510.51 635.22 474.96 3118 2339.7
100 100 100 100 99.315 22.19 23.037 23.358 841.57 6807.4 3997.5 535.5 637.66 535.5 3150 2516.7
50.6 75.95 100 100 43.157 21.012 21.519 22.247 1744.5 14331 3015.3 272.81 324.28 745.35 3150 2031.7
100 100 24.25 96.067 100 22.484 30.228 20.485 724.64 4611 18732 613.77 717.46 130.31 3106 2520
58.75 89.7 74.85 71.66 49.874 21.175 21.794 21.497 1504.7 11853 5755 313.86 387.11 404.15 2849.1 2090.7
100 100 100 100 100 28.419 30.526 30.526 657.11 5490.4 3058.7 535.5 596.66 535.5 3150 2520
100 100 100 100 100 26.528 30.526 30.526 703.93 5447.4 3058.7 535.5 601.36 535.5 3150 2520
78.9 100 37.05 63.116 100 21.578 26.474 20.741 1095.1 4636 12296 423.19 814.76 196.05 2753.4 2520
100 100 100 100 63.382 22.127 22.042 22.759 843.96 10197 4102.6 535.5 444.91 535.5 3150 2206
100 75.95 74.95 100 42.253 22.16 21.519 21.499 736.43 14247 5758.7 612.78 326.18 403.86 3150 2025.8
100 61.2 100 100 36.166 22.408 21.224 24.749 833.38 17997 3772.7 535.5 261.8 535.5 3150 1972.8
100 100 100 100 100 24.291 30.526 22.846 768.76 5085.9 4087 535.5 644.11 535.5 3150 2520
97.85 100 100 100 100 21.964 22.449 22.163 871.02 6057.1 4206.4 522.71 735.44 536.32 3150 2520
49.75 100 100 100 100 20.995 25.661 30.526 1809.1 6278 2535.7 263.29 620.74 645.94 3150 2520
100 100 100 100 100 22.455 30.526 30.166 831.64 5276 3095.2 535.5 620.9 535.5 3150 2520
50.15 100 60.65 60.458 99.234 21.003 22.031 21.213 1757.7 5611.9 7238.8 270.87 808.82 325.61 2730.2 2514.2
99.3 76.2 63.05 90.869 43.262 21.986 21.524 21.261 777.25 14146 6916 585.18 328.44 340.04 3058 2036.3
100 47.3 37.15 99.749 28.901 22.111 20.946 20.743 555.36 23271 12138 814.34 205.16 198.58 3147 1913.5
60.25 98.4 100 100 56.912 21.205 21.977 22.303 1462.3 10712 3305.5 322.49 424.76 678.2 3150 2148.6
100 100 37.85 100 100 25.231 25.428 20.757 601.48 6115.1 12148 658.93 643.1 198.28 3150 2520
100 75 35.9 95.135 42.475 22.001 21.5 20.718 591.73 14524 12785 768.14 320.23 188.76 3097.1 2025.9
27.3 44.3 37.6 37.619 27.501 20.546 20.886 20.752 3335.4 25194 11893 145.92 190.04 202.6 2482.1 1899.9
100 100 100 100 100 22.031 29.643 22.029 847.64 4385.7 4238.5 535.5 769.21 535.5 3150 2520
100 100 0 73.506 100 22.222 30.526 20 792.83 4377.3 0 567.59 748.37 0 2869.2 2520
100 59.65 100 100 34.799 22.444 21.193 26.926 832.02 18391 3467.7 535.5 256.56 535.5 3150 1962.9
93.75 89.9 100 100 50.344 21.878 21.799 22.437 917.25 11868 4141.4 498.31 386.52 538.09 3150 2095.1
100 100 100 100 100 29.48 30.526 30.526 633.45 5440.6 3058.7 535.5 602.11 535.5 3150 2520
100 0 100 100 4.6832 29.251 20 30.526 638.41 0 3058.7 535.5 0 535.5 3150 1704.1
100 73.5 64.35 100 42.162 23.747 21.47 21.287 625.57 14731 6812.2 673.17 316.18 344.8 3150 2025.8
100 100 100 100 93.568 22.06 22.308 22.868 846.51 7405.9 4083 535.5 605.27 535.5 3150 2461.5
98.3 100 100 100 73.676 21.979 22.19 30.526 865.98 9676.9 3056.6 525.39 465.69 535.87 3150 2296.8
100 30 99.4 100 20.13 26.686 20.6 21.996 699.78 37494 4259.1 535.5 129.47 533.72 3150 1836.6
100 100 100 100 100 26.272 30.526 24.952 710.81 5195.3 3742 535.5 630.55 535.5 3150 2520
100 100 100 100 100 28.508 30.526 24.158 655.06 5149.8 3865 535.5 636.11 535.5 3150 2520
81.15 100 96.55 94.504 95.483 21.623 22.008 21.937 1071.3 5931.1 4403.9 431.67 766.11 517.56 3088.1 2482.2
19.4 100 27.3 28.724 97.475 20.388 22.017 20.546 4697.1 5720.1 16576 104.42 794.05 146.82 2389.2 2501.8
70.9 100 79.35 80.103 79.08 21.418 22 21.587 1241.6 7186.7 5469.3 376.04 632.49 423.49 2932.9 2337.5
100 97 100 100 57.934 22.075 21.959 23.28 845.93 10781 4010.8 535.5 422.4 535.5 3150 2161.5
49.2 14.7 61.1 60.312 12.184 20.984 20.294 21.222 1821.3 79174 7150.8 261.65 62.237 329.48 2725.1 1766.4
100 100 100 100 100 22.381 26.613 22.184 834.38 5431.1 4208.9 535.5 691.87 535.5 3150 2520
31.05 47.1 100 100 28.889 20.621 20.942 23.05 2942.3 23702 2545.3 164.82 201.47 852.24 3150 1910.7
100 44.55 100 100 27.207 23.687 20.891 25.533 788.38 25204 3656.8 535.5 189.92 535.5 3150 1895.2
100 100 98.6 100 88.895 22.087 22.072 21.988 845.47 7093.6 4312.3 535.5 638.69 527.32 3150 2427.1
40.05 100 98.25 74.582 100 20.801 22.102 21.967 2284 5595.9 4330 210.48 808.53 525.68 2872.4 2520
39.8 100 100 100 100 20.796 29.346 30.526 2221.8 5469.4 2449.2 216.43 623.03 668.77 3150 2520
98.15 100 100 100 100 21.965 22.504 22.167 867.26 6006.6 4212.2 524.94 739.8 535.5 3150 2520
100 100 100 100 100 22.243 30.164 30.27 839.56 5175.6 3084.6 535.5 640.55 535.5 3150 2520
100 99.9 98.25 100 64.328 22.093 22.019 21.977 844.71 9620.1 4332.8 535.85 472.09 525.09 3150 2217.5
100 100 99.95 100 87.805 22.028 22.05 22.023 847.74 6993.8 4240.9 535.5 648.44 535.35 3150 2418.2
100 100 61.65 100 100 24.662 30.279 21.233 692.21 4811.3 7124.6 585.78 686.42 330.52 3150 2520
88.95 100 100 100 69.03 21.779 22.102 29.46 969.77 9954.9 3086.5 473.47 454.5 549.89 3150 2253.4
47.2 73.65 100 100 41.806 20.944 21.473 22.631 1888.1 14790 2878.8 252.88 314.87 767.44 3150 2021.9
69.95 98.7 85 81.95 57.667 21.399 21.974 21.7 1251.6 10101 5022.7 373.36 450.53 458.75 2959.3 2156.6
80 100 99.3 97.85 86.776 21.6 22.017 22.006 1069.2 6835.5 4214.7 433.01 664.45 539.1 3129.6 2403.1
91.6 16.15 100 100 13.404 21.832 20.323 30.526 935.95 72288 3000.9 489.39 68.068 545.81 3150 1776.7
99.95 100 100 100 80.778 22.043 22.127 22.327 847.65 8380.5 4182 535.2 539.26 535.5 3150 2351.6
100 75.95 38.3 97.087 42.514 22.002 21.519 20.766 582.61 14278 11781 780.13 325.47 204.38 3115.3 2027.5
19.5 100 25.5 27.689 99.221 20.39 22.038 20.51 4696.7 5616 17970 104.42 807.98 135.66 2374.4 2513.7
100 100 100 100 100 23.114 30.526 30.526 807.92 5315.5 3058.7 535.5 616.29 535.5 3150 2520
10.25 100 98.05 60.077 100 20.205 30.447 21.966 9041.4 4084.2 4331.4 54.74 804.17 525.52 2723.2 2520
97.7 100 100 100 82.256 21.957 22.073 22.171 869.33 7681.7 4211.4 523.9 589.77 535.5 3150 2368
100 100 23.85 77.585 100 22.081 28.625 20.477 823.45 4527.2 19335 549.97 771.66 126.29 2912.1 2520
100 74.25 63.75 100 41.295 24.111 21.485 21.275 616.33 14535 6869.3 672.94 320.23 342.12 3150 2020.2
29.8 100 100 100 100 20.596 30.526 29.453 3030.7 5055.5 2523.4 160.2 647.99 672.77 3150 2520
100 98.85 100 100 57.459 22.2 21.985 22.142 841.17 10615 4216.9 535.5 428.49 535.5 3150 2154.7
81.7 100 48.2 70.045 100 21.634 22.857 20.964 1043.1 5379.9 9257.4 443.13 813.21 257.64 2833.6 2520
100 63.35 100 100 36.354 30.117 21.267 30.479 620.06 17172 3063.5 535.5 273.82 535.5 3150 1977.5
71.9 100 100 100 100 21.438 30.526 23.002 1212.2 4571.3 3870.5 384.82 716.62 561.6 3150 2520
100 100 60 100 98.654 22.455 22.397 21.2 754.94 6625.4 7259.8 589.9 673.91 324.87 3150 2511.1
28.5 45.5 36.7 36.873 27.535 20.57 20.91 20.734 3188.5 24342 12000 152.47 196.47 200.96 2478.6 1902.2
60.9 100 100 100 99.939 21.218 23.209 23.266 1436.3 6511.2 3608.1 328.14 661.74 595.62 3150 2519.4
100 100 63.3 100 71.757 22.244 22.079 21.266 733.99 9243.5 6890.2 612.5 489.99 341.23 3150 2276.7
78.3 100 100 100 74.634 21.566 22.092 22.386 1110.5 8875.2 3913.5 417.54 510.02 570.72 3150 2304.8
79.2 100 100 100 100 21.584 27.615 22.559 1085.6 5007.5 4031.1 426.76 723.15 549.84 3150 2520
49.2 73.5 100 100 41.376 20.984 21.47 22.797 1827.6 14837 2914.7 260.76 313.92 752.49 3150 2017
100 100 61.8 99.978 98.274 22.357 22.259 21.236 763.66 6606.5 7149.3 585.71 680.02 329.33 3149.7 2509.5
9.75 100 100 100 100 20.195 30.526 30.108 9511.1 5037.7 2310.5 52.063 650.27 718.77 3150 2520
0 100 100 100 100 20 30.526 27.106 0 4865.1 2576.5 0 673.35 715.94 3150 2520
100 100 57.05 98.865 100 22.211 22.461 21.141 783.07 6219.9 7733.3 574.95 715.78 305.83 3136.5 2520
100 74.05 85.65 100 42.113 22.115 21.481 21.713 812.87 14740 5026.2 556.28 315.83 458.15 3150 2022.5
40.8 100 100 100 100 20.816 28.495 25.983 2174.8 5369.2 2988.9 220.89 653.62 643.83 3150 2520
49.7 75.15 100 99.307 43.035 20.994 21.503 22.051 1810.2 14394 3042.6 263.14 323.09 745.26 3141.8 2033.5
51.9 92.95 63.15 62.567 52 21.038 21.859 21.263 1720.8 11387 6930.5 276.23 401.74 339.3 2750.2 2110.7
92.65 73.95 100 100 42.769 21.853 21.479 30.526 923.54 14692 3020.8 495.49 316.9 542.22 3150 2029.8
29.85 100 39.35 39.394 100 20.597 23.935 20.787 3011 5125.4 11364 161.25 815.16 211.67 2503.7 2520
80.35 100 100 100 93.791 21.607 22.201 22.555 1064.8 7117.5 4010.5 434.65 632.85 552.76 3150 2466.3
50.35 72.55 100 93.353 40.694 21.007 21.451 22 1742.1 15004 3343.3 273.25 310.71 679.79 3085.2 2011.7
100 31.05 100 100 20.762 22.408 20.621 30.526 833.35 37284 3058.7 535.5 130.07 535.5 3150 1837.3
82.55 100 97.15 95.465 64.42 21.651 22.001 21.945 1042.3 8946.5 4367.7 443.13 508.04 521.66 3101.9 2216.9
70.25 100 100 100 100 21.405 23.266 22.611 1240.4 6135.2 3901.4 376.64 700.55 566.79 3150 2520
90.95 100 99.8 100 100 21.819 30.526 22.038 938.79 4168.6 4237.5 488.2 785.85 535.41 3150 2520
100 15.4 100 100 12.233 22.8 20.308 25.23 819.06 75510 3700.8 535.5 65.212 535.5 3150 1767.6
100 100 97.1 100 82.37 22.037 22.028 21.947 847.4 7388.4 4374.6 535.5 614.44 520.77 3150 2370.6
42.05 60.8 99.5 81.136 35.958 20.841 21.216 21.99 2160.6 18169 3890.5 222.08 259.42 584.44 2941.6 1970.8
68.45 100 61.35 70.2 100 21.369 22.043 21.227 1277.8 5598.8 7175 366.22 810.29 328.29 2829 2520
100 100 74.75 97.458 100 22.036 22.223 21.495 835.9 5816.2 5778.9 542.88 773.69 402.52 3121.5 2520
20.45 100 100 83.413 87.379 20.409 22.111 22.111 4451.3 7460.1 3733.8 110.08 606.24 605.63 2969.5 2409.7
30.55 100 51.3 45.591 100 20.611 23.156 21.026 2962.5 5300.2 8576.5 163.77 814.8 277.27 2570.3 2520
100 77.05 64.6 100 43.168 22.715 21.541 21.292 663.99 14186 6717.8 663.01 327.25 349.56 3150 2030.1
100 74.5 100 100 42.648 22.992 21.49 30.526 812.19 14499 3058.7 535.5 320.94 535.5 3150 2030.5
29.55 100 74 56.483 100 20.591 22.086 21.48 3042.7 5549.9 5819.5 159.61 815.83 399.99 2688.7 2520
40.25 17 100 100 13.199 20.805 20.34 22.853 2217.8 69088 2738.9 216.73 71.162 798.82 3150 1775
8.85 0 100 100 4.7173 20.177 20 24.222 10252 0 2130.9 48.344 0 968.72 3150 1703.6
100 100 97.85 100 63.837 22.131 22.02 21.967 843.47 9772.8 4323.7 535.71 464.7 526.43 3150 2208.2
29.65 29.55 25.85 32.664 20.309 20.593 20.591 20.517 3031.2 38034 17808 160.2 127.69 136.85 2428.6 1837.5
100 100 25.7 96.683 71.334 22.108 22.096 20.514 621.65 9406.2 17432 727.63 481.14 139.83 3113.2 2271.9
100 44.45 100 100 27.171 22.092 20.889 23.601 845.28 25174 3956.3 535.5 190.16 535.5 3150 1895
50.45 100 100 100 100 21.009 30.526 25.239 1766.9 4836.6 3238.3 269.39 677.3 611.75 3150 2520
28.5 100 73.65 56.357 100 20.57 22.074 21.473 3232.6 5540.2 5970.2 150.39 817.71 390.02 2676.3 2520
49.7 88.8 100 100 49.535 20.994 21.776 22.088 1792.9 12185 2991.6 265.67 376.87 756.67 3150 2084.6
100 100 100 100 88.903 22.019 22.174 22.437 848.09 7606.3 4161.4 535.5 592.9 535.5 3150 2420.9
40.6 100 49.75 49.981 100 20.812 22.345 20.995 2204.9 5504 8884.7 217.92 813.09 268.05 2617.4 2520
49.9 78.2 100 90.378 44.15 20.998 21.564 22.001 1788.6 13863 3524.7 266.26 334.51 644.78 3044 2041.2
100 100 98.25 100 86.335 22.093 22.056 21.968 844.72 7206.9 4318.7 535.85 629.09 527.02 3150 2400.8
